,co_ibge,no_municipio,nu_ocorrencias_ambulatorio,mp_municipio,nu_ocorrencias_internacoes,uf
139,210300,Caxias,1,"MULTIPOLYGON (((-43.205956 -5.14316, -43.229085999999995 -5.143225, -43.228977 -5.182331, -43.267348 -5.206311, -43.353358 -5.191811, -43.449436999999996 -5.223841, -43.437340999999996 -5.275513999999999, -43.449954 -5.287457, -43.528579 -5.227182, -43.567025 -5.230192, -43.700927 -5.298444, -43.713502 -5.311653, -43.740407 -5.308727999999999, -43.811862 -5.289896, -43.815414 -5.284530999999999, -43.78412 -5.273704, -43.761286 -5.202008, -43.735503 -5.200829, -43.724803 -5.183206, -43.666228 -5.151977, -43.63923 -5.113358, -43.621147 -5.119975999999999, -43.593312 -5.104283, -43.610456 -5.077414, -43.547892999999995 -4.985867, -43.565006 -4.878693, -43.595486 -4.883171, -43.626923999999995 -4.864597, -43.663874 -4.849872, -43.713017 -4.863754999999999, -43.741687999999996 -4.845854, -43.768730999999995 -4.851292, -43.770162 -4.842438, -43.795398999999996 -4.832720999999999, -43.808676999999996 -4.80395, -43.827092 -4.790428, -43.841592 -4.763415, -43.835363 -4.756409, -43.721727 -4.739164, -43.700472 -4.731593999999999, -43.677507 -4.738714, -43.658063 -4.755034, -43.632261 -4.739795, -43.605478 -4.678158, -43.584742 -4.659526, -43.561428 -4.674085, -43.508821999999995 -4.684328, -43.494479 -4.679784, -43.475369 -4.648563, -43.397784 -4.629928, -43.364996 -4.644545, -43.341482 -4.668089, -43.299133 -4.693319, -43.284182 -4.693981, -43.253589999999996 -4.717321999999999, -43.239869 -4.694707, -43.211923999999996 -4.676614, -43.20409 -4.62942, -43.15981 -4.590968999999999, -43.134144 -4.562536, -43.121975 -4.509697, -43.082671999999995 -4.446156, -42.948614 -4.385467, -42.936378999999995 -4.382172, -42.896623 -4.402226, -42.871566 -4.428145, -42.877274 -4.46167, -42.853598 -4.474322, -42.850106 -4.498041, -42.874849 -4.538784, -42.866523 -4.566296, -42.872972999999995 -4.581688, -42.916169 -4.651433, -42.944627 -4.671697, -42.953091 -4.687355, -42.944216999999995 -4.706367999999999, -42.926877999999995 -4.717031, -42.926235 -4.750683, -42.949787 -4.769089999999999, -42.938646 -4.809213, -42.897405 -4.842614, -42.892714 -4.887991, -42.889841 -4.894712, -43.039071 -4.927384, -43.043341 -5.07558, -43.063291 -5.081059, -43.094932 -5.068301, -43.132424 -5.086672999999999, -43.132363999999995 -5.107218, -43.205956 -5.14316)))",1,MA
140,430390,Campo Bom,2,"MULTIPOLYGON (((-50.996297 -29.706301999999997, -51.080537 -29.715525, -51.075691 -29.686101999999998, -51.090104 -29.674135, -51.09785 -29.643773999999997, -51.062518999999995 -29.647112, -51.055679999999995 -29.615531999999998, -51.034774 -29.617784, -51.039496 -29.648763, -51.007363999999995 -29.650399999999998, -51.013797999999994 -29.695873, -50.996297 -29.706301999999997)))",1,RS
141,290570,Camaçari,187,"MULTIPOLYGON (((-38.375755999999996 -12.677106, -38.34991 -12.638724, -38.336469 -12.629448, -38.299113999999996 -12.624054, -38.287729999999996 -12.634701, -38.259139 -12.63304, -38.225142999999996 -12.646609999999999, -38.203359999999996 -12.625097, -38.18156 -12.615827, -38.17608 -12.597076, -38.131856 -12.602492, -38.138342 -12.576685, -38.16077 -12.567969999999999, -38.159482 -12.554224, -38.178081999999996 -12.541122, -38.200525 -12.566794, -38.215032 -12.566768999999999, -38.224564 -12.520166, -38.239126 -12.515608, -38.247838 -12.4977, -38.244451 -12.471707, -38.224821 -12.476702999999999, -38.212029 -12.45905, -38.194032 -12.453061, -38.172669 -12.462886, -38.181855 -12.479704, -38.160655999999996 -12.490708, -38.155718 -12.503026, -38.140892 -12.497656, -38.112048 -12.510971999999999, -38.096638 -12.501591999999999, -38.099377 -12.479671, -38.070969999999996 -12.472147, -38.064085 -12.484593, -38.073176 -12.502270999999999, -38.053909 -12.562945, -38.043579 -12.562534, -38.046679999999995 -12.584582, -38.030223 -12.597197999999999, -38.048114999999996 -12.636052, -38.104402 -12.687729, -38.243694 -12.852476999999999, -38.280165 -12.880689, -38.288798 -12.857275, -38.306067 -12.857059999999999, -38.312211 -12.840359, -38.326316 -12.836046999999999, -38.332277999999995 -12.812325999999999, -38.326974 -12.802344, -38.345762 -12.761095, -38.346474 -12.738779, -38.35629 -12.713977, -38.368432999999996 -12.707314, -38.375755999999996 -12.677106)))",1,BA
142,510510,Juara,11,"MULTIPOLYGON (((-57.405721 -11.719826, -57.415428 -11.741691, -57.394883 -11.792985999999999, -57.397059999999996 -11.839877999999999, -57.431028 -11.864282999999999, -57.428684 -11.890837999999999, -57.436656 -11.909431999999999, -57.426266999999996 -11.938025, -57.421741999999995 -11.974582999999999, -57.428199 -12.000010999999999, -57.408454 -12.020717999999999, -57.422974999999994 -12.055335999999999, -57.403385 -12.100558999999999, -57.459931999999995 -12.09532, -57.522341 -12.081446, -57.543552 -12.066256, -57.589355999999995 -12.085849999999999, -57.614936 -12.101738, -57.616248999999996 -12.128352, -57.649628 -12.13819, -57.682981 -12.173675999999999, -57.703809 -12.180411, -57.734137999999994 -12.209287999999999, -57.750538 -12.173480999999999, -57.784597 -12.168042, -57.804055 -12.141627, -57.829685999999995 -12.146338, -57.830092 -12.125969999999999, -57.844386 -12.114272, -57.870658 -12.114358, -57.879785999999996 -12.094942, -57.867055 -12.056377, -57.871463 -12.005355, -57.863082 -11.986585999999999, -57.890071 -11.982527, -57.896632 -11.950935, -57.887601 -11.937574, -57.919819999999994 -11.927553, -57.908395999999996 -11.915629, -57.929755 -11.904105, -57.928718999999994 -11.879278, -57.949422 -11.866349, -57.965607 -11.846338999999999, -57.96425 -11.828365, -57.975176 -11.807589, -57.999998999999995 -11.788789999999999, -58.016158999999995 -11.785102, -58.034129 -11.767888, -58.05249 -11.737252999999999, -58.045798999999995 -11.711644, -58.07664 -11.689738, -58.066241 -11.632919, -58.081913 -11.62454, -58.076314999999994 -11.59893, -58.092940999999996 -11.57941, -58.122895 -11.569372, -58.140632 -11.514194, -58.172014999999995 -11.51225, -58.177909 -11.488443, -58.139801 -11.454768, -58.155265 -11.421559, -58.12802 -11.328201, -58.127306 -11.286802999999999, -58.152473 -11.267634, -58.184084 -11.289121999999999, -58.201133 -11.275400999999999, -58.198707999999996 -11.257762, -58.227973 -11.24378, -58.235191 -11.217362, -58.259853 -11.188853, -58.277564999999996 -11.186225, -58.27628 -11.163723, -58.248718 -11.128178, -58.254225 -11.098934, -58.251321 -11.051605, -58.270768999999994 -11.033131, -58.287507999999995 -11.001002, -58.312289 -11.004133, -58.318115999999996 -10.97232, -58.343208999999995 -10.950914, -58.349052 -10.935995, -58.336794999999995 -10.913215, -58.352802 -10.871267, -58.344457999999996 -10.85474, -58.331337999999995 -10.795556, -58.355033999999996 -10.761465, -58.370276 -10.726894999999999, -58.369412999999994 -10.696289, -58.390958 -10.654537, -58.381367 -10.625321, -58.419073999999995 -10.566512, -58.409507 -10.542091, -58.370495 -10.504828, -58.355455 -10.457870999999999, -58.337987 -10.438221, -58.337654 -10.409066, -58.300078 -10.439048, -58.293378999999995 -10.452031, -58.280623999999996 -10.442624, -58.254608 -10.441051999999999, -58.204556 -10.408458999999999, -58.167769 -10.421821999999999, -58.12397 -10.407693, -58.070273 -10.383868, -58.032477 -10.388766, -58.0074 -10.39731, -58.001548 -10.432957, -57.907731999999996 -10.404475999999999, -57.890583 -10.408604, -57.8488 -10.384756, -57.831823 -10.386682, -57.808764 -10.375128, -57.772956 -10.375551, -57.740579 -10.353048, -57.687813 -10.347361, -57.675414999999994 -10.312852999999999, -57.660449 -10.303851, -57.646004 -10.313437, -57.601310999999995 -10.296242999999999, -57.5965 -10.283783, -57.599593 -10.249506, -57.541339 -10.277021, -57.5 -10.272744, -57.452247 -10.254113, -57.431227 -10.266776, -57.384555999999996 -10.278285, -57.379208999999996 -10.287333, -57.351104 -10.286335, -57.332153 -10.276869, -57.313573999999996 -10.280992999999999, -57.297841999999996 -10.271746, -57.270286999999996 -10.273805999999999, -57.241248999999996 -10.290177, -57.209154999999996 -10.295078, -57.162296999999995 -10.325376, -57.156991999999995 -10.313647999999999, -57.124676 -10.30942, -57.102655 -10.315171, -57.075368 -10.303548, -57.05849 -10.311157999999999, -56.998517 -10.291815999999999, -56.963622 -10.28444, -56.969640999999996 -10.315353, -56.956368999999995 -10.318562, -56.987561 -10.326801999999999, -56.979228 -10.360643, -56.869612 -10.373966, -56.850178 -10.372974, -56.833158999999995 -10.38558, -56.804918 -10.391081, -56.807987 -10.411031999999999, -56.790504 -10.408605, -56.789628 -10.422768, -56.764891 -10.430123, -56.762828999999996 -10.448630999999999, -56.73366 -10.476427, -56.721486 -10.473066, -56.715283 -10.492329999999999, -56.749511 -10.524687, -56.749908 -10.5397, -56.782416999999995 -10.569229, -56.79029 -10.620044, -56.799344 -10.652182, -56.805426 -10.716401, -56.819849 -10.736590999999999, -56.802941999999994 -10.781663, -56.763501999999995 -10.822429999999999, -56.759474 -10.836483999999999, -56.732251999999995 -10.86552, -56.738062 -10.903599, -56.761765 -10.934963, -56.773438 -10.934323, -56.771735 -10.954798, -56.782488 -10.961497999999999, -56.786673 -10.983583999999999, -56.803402 -10.985348, -56.808268999999996 -10.973313, -56.833012999999994 -10.978093999999999, -56.846709 -10.971897, -56.8493 -10.950305, -56.86796 -10.948782999999999, -56.880911 -10.96093, -56.894332 -10.943748, -56.918233 -10.959168, -56.9214 -10.946956, -56.949816999999996 -10.942336, -56.935516 -10.976393999999999, -56.950376999999996 -10.965681, -56.971888 -10.976573, -56.991254 -10.973894999999999, -56.995267999999996 -10.984506, -57.010889 -10.970842, -57.035185 -10.973899999999999, -57.05437 -10.959012, -57.04822 -10.985763, -57.074794 -10.994043, -57.053689 -11.010969, -57.025831999999994 -11.055247999999999, -57.025267 -11.08245, -57.015657999999995 -11.115523999999999, -57.00452 -11.128434, -57.063635 -11.184356, -57.076373 -11.210719, -57.068616 -11.236305, -57.047314 -11.262953999999999, -57.084241999999996 -11.272689, -57.114742 -11.309192999999999, -57.139002 -11.317656, -57.156048999999996 -11.311523, -57.199205 -11.317378999999999, -57.211208 -11.304979999999999, -57.237145999999996 -11.304336, -57.282453999999994 -11.284156999999999, -57.282182 -11.275412, -57.314415999999994 -11.266622, -57.319061 -11.248788, -57.358076 -11.262518, -57.368970999999995 -11.276448, -57.426147 -11.292849, -57.434276999999994 -11.300264, -57.465033 -11.290802, -57.498605999999995 -11.295739, -57.524134 -11.317798, -57.536770999999995 -11.314575, -57.556813999999996 -11.326442, -57.551932 -11.352538, -57.524463 -11.355673, -57.515856 -11.37244, -57.471022 -11.409543, -57.475826 -11.423176999999999, -57.441638999999995 -11.441144, -57.437804 -11.465724999999999, -57.410391 -11.478610999999999, -57.408106 -11.493876, -57.420736 -11.533253, -57.442904 -11.563587, -57.429753999999996 -11.578111999999999, -57.401025999999995 -11.567281, -57.395326 -11.587263, -57.41227 -11.592077999999999, -57.419162 -11.609575, -57.39066 -11.624535, -57.410246 -11.655272, -57.393646 -11.676725999999999, -57.411476 -11.700588999999999, -57.405721 -11.719826)))",1,MT
143,280450,Nossa Senhora da Glória,1,"MULTIPOLYGON (((-37.596607999999996 -10.250480999999999, -37.641098 -10.233305, -37.67387 -10.206562, -37.70136 -10.201348999999999, -37.720543 -10.187344, -37.755659 -10.199373, -37.765681 -10.196045, -37.782230999999996 -10.185592, -37.775225 -10.153440999999999, -37.779595 -10.133576999999999, -37.784442999999996 -10.104133, -37.777268 -10.098115, -37.744444 -10.112433, -37.730888 -10.111347, -37.695743 -10.128587, -37.68765 -10.121792, -37.662141999999996 -10.128969, -37.645799 -10.110887, -37.617090999999995 -10.095756, -37.604617 -10.103026, -37.588896 -10.089775, -37.557251 -10.122382, -37.488743 -10.100059, -37.480633999999995 -10.089216, -37.459491 -10.103461, -37.437788999999995 -10.103135, -37.442651999999995 -10.076058, -37.429074 -10.077456, -37.420106 -10.062237, -37.419765999999996 -10.061694, -37.380109999999995 -10.083986999999999, -37.374857 -10.09743, -37.333932 -10.125855999999999, -37.347398999999996 -10.161895999999999, -37.322949 -10.164292, -37.314941999999995 -10.154288, -37.319798999999996 -10.17953, -37.331846 -10.189853, -37.332021 -10.210962, -37.355391999999995 -10.208433, -37.38395 -10.219175, -37.398359 -10.25315, -37.389652 -10.273964999999999, -37.395768 -10.288438, -37.403484 -10.292492, -37.419135 -10.306882, -37.446569 -10.295762, -37.462033999999996 -10.277728999999999, -37.48375 -10.295186, -37.532342 -10.282753, -37.550836 -10.258211, -37.554246 -10.267178, -37.581942999999995 -10.240348, -37.596607999999996 -10.250480999999999)))",1,SE
144,313920,Malacacheta,2,"MULTIPOLYGON (((-42.1485 -18.015629999999998, -42.177579 -18.000943, -42.191355 -17.977052999999998, -42.195474 -17.954646, -42.227202999999996 -17.910491, -42.245653 -17.910342999999997, -42.269141999999995 -17.877133999999998, -42.281625999999996 -17.850302, -42.276514999999996 -17.813436, -42.264095999999995 -17.802754999999998, -42.266693 -17.788346, -42.234702999999996 -17.767041, -42.214295 -17.771, -42.197846999999996 -17.777565, -42.185798 -17.765617, -42.141867999999995 -17.76612, -42.151008999999995 -17.748931, -42.144326 -17.701786, -42.116277 -17.712042999999998, -42.082277999999995 -17.702309, -42.044579999999996 -17.698109, -42.042663999999995 -17.71622, -42.043639 -17.727151, -42.018139 -17.723454, -42.014874 -17.735578, -42.03787 -17.740496999999998, -42.043692 -17.757043, -42.027055 -17.770433999999998, -41.990181 -17.756099, -41.949757999999996 -17.776381999999998, -41.920127 -17.768950999999998, -41.921423999999995 -17.793187, -41.911609999999996 -17.840877, -41.917598999999996 -17.853023999999998, -41.950846 -17.863765, -41.957203 -17.85764, -41.989321 -17.868423, -42.006594 -17.854263, -42.020375 -17.856814999999997, -42.044444999999996 -17.899794, -42.05946 -17.911554, -42.050988 -17.952268999999998, -42.084419 -17.974006, -42.132788999999995 -17.994681, -42.1485 -18.015629999999998)))",1,MG
145,351370,Descalvado,5,"MULTIPOLYGON (((-47.626466 -22.043604, -47.636534999999995 -22.05491, -47.658076 -22.051797999999998, -47.668932999999996 -22.039433, -47.675649 -22.013050999999997, -47.701043999999996 -22.034105, -47.726417 -22.041515999999998, -47.719625 -22.019211, -47.729996 -22.017899, -47.753786 -21.99062, -47.746703 -21.952652999999998, -47.755821 -21.919272, -47.791481 -21.879893, -47.787856 -21.848858, -47.770635999999996 -21.831478999999998, -47.774848999999996 -21.802519999999998, -47.76799 -21.769669999999998, -47.750862 -21.752822, -47.736829 -21.711883, -47.724139 -21.706248, -47.705917 -21.720378999999998, -47.681973 -21.715763, -47.678852 -21.731617999999997, -47.664058999999995 -21.742435999999998, -47.632368 -21.726312, -47.615041999999995 -21.751064, -47.587914999999995 -21.734524999999998, -47.569860999999996 -21.784335, -47.54029 -21.802516, -47.524209 -21.802314, -47.523725999999996 -21.810442, -47.554728999999995 -21.836311, -47.551651 -21.85458, -47.510625999999995 -21.879320999999997, -47.514593999999995 -21.912281, -47.527242 -21.925538, -47.511913 -21.935897, -47.534603 -21.954644, -47.544965999999995 -21.980698, -47.582575 -21.991595999999998, -47.574628999999995 -22.014291999999998, -47.580523 -22.030832, -47.600747999999996 -22.051596999999997, -47.617832 -22.044704, -47.626466 -22.043604)))",1,SP
146,510410,Guarantã do Norte,2,"MULTIPOLYGON (((-55.137772999999996 -10.04599, -55.113465999999995 -10.034471, -55.079583 -10.031462999999999, -55.072952 -10.014218, -55.052208 -10.007353, -55.036398 -9.988631, -55.040597 -9.975959999999999, -55.021504 -9.968373999999999, -55.044742 -9.937515, -55.03778 -9.935253999999999, -55.032419999999995 -9.898818, -55.053864 -9.878764, -55.040872 -9.87115, -55.041126999999996 -9.846373, -55.027021 -9.833105, -54.995185 -9.820845, -54.985447 -9.796992, -54.990514 -9.780353999999999, -54.981642 -9.761706, -54.971731999999996 -9.716001, -54.956562 -9.670855, -54.970445999999995 -9.65106, -54.979968 -9.589925, -54.966176999999995 -9.576976, -54.979034 -9.562571, -54.996417 -9.523557, -54.995585 -9.505339, -54.613454 -9.535826, -54.106797 -9.571907999999999, -54.136697 -9.588042, -54.144267 -9.609895999999999, -54.136992 -9.646194, -54.149985 -9.66404, -54.14217 -9.727081, -54.154593999999996 -9.735778, -54.162876999999995 -9.799913, -54.17923 -9.807853999999999, -54.220109 -9.799864, -54.238906 -9.817401, -54.237739 -9.831655999999999, -54.255707 -9.852599, -54.258738 -9.871072, -54.239048 -9.89939, -54.248461 -9.918534, -54.240655999999994 -9.935157, -54.267458999999995 -9.975133999999999, -54.280072 -9.974200999999999, -54.39103 -9.990333, -54.396508 -9.981988999999999, -54.419754 -9.995293, -54.429570999999996 -9.990302, -54.470489 -9.999594, -54.521617 -9.990226999999999, -54.539882 -9.967607, -54.591874 -9.970281, -54.601952999999995 -9.985859999999999, -54.638849 -9.981532999999999, -54.656558 -10.019148999999999, -54.652657 -10.025165, -54.668530999999994 -10.05528, -55.137772999999996 -10.04599)))",1,MT
147,313170,Itabira,2,"MULTIPOLYGON (((-43.399643 -19.671673, -43.433375999999996 -19.664303, -43.438486 -19.677944999999998, -43.462019999999995 -19.684316, -43.502539 -19.645545, -43.508779 -19.65698, -43.541678 -19.623893, -43.539981999999995 -19.571994, -43.527125999999996 -19.557406999999998, -43.542882 -19.540491, -43.497811999999996 -19.477552, -43.493155 -19.45806, -43.479991999999996 -19.453074, -43.482073 -19.419162, -43.460566 -19.426119, -43.444202 -19.442562, -43.438798 -19.461736, -43.404278 -19.444208, -43.384257 -19.427881, -43.359694999999995 -19.430926, -43.343582 -19.444720999999998, -43.359007999999996 -19.452023, -43.359854999999996 -19.473822, -43.326698 -19.511445, -43.304286 -19.479108, -43.285337999999996 -19.474846, -43.294647 -19.460024, -43.2437 -19.452037999999998, -43.211543999999996 -19.423123, -43.200624999999995 -19.422103999999997, -43.217895999999996 -19.448687, -43.232161 -19.455627, -43.216179 -19.482314, -43.189637 -19.488301, -43.205506 -19.527783, -43.146096 -19.526114, -43.129706999999996 -19.529508999999997, -43.102216999999996 -19.567929, -43.095572 -19.558329999999998, -43.068481999999996 -19.562683, -43.057424999999995 -19.577813, -43.05482 -19.597572, -43.061989 -19.626604, -43.082772999999996 -19.653126999999998, -43.092527 -19.71773, -43.110064 -19.72657, -43.113591 -19.735414, -43.160984 -19.740205, -43.146105999999996 -19.760310999999998, -43.16292 -19.777134, -43.184912 -19.773229, -43.197345 -19.790421, -43.222777 -19.783687, -43.271339999999995 -19.776999, -43.296132 -19.751603, -43.316161 -19.748321, -43.329186 -19.735951999999997, -43.328081 -19.692486, -43.346004 -19.673589, -43.38596 -19.677038, -43.399643 -19.671673)))",1,MG
148,230540,Icó,3,"MULTIPOLYGON (((-38.876567 -6.581618, -38.915426 -6.574713999999999, -38.921574 -6.566681, -38.917770999999995 -6.549606, -38.958064 -6.527009, -39.060795 -6.445498, -39.093672999999995 -6.452065999999999, -39.119104 -6.466383, -39.143598999999995 -6.454158, -39.144886 -6.44159, -39.13042 -6.426018, -39.12939 -6.408629, -39.116169 -6.390764, -39.092372 -6.379778, -39.081801 -6.364258, -39.058755999999995 -6.386629999999999, -39.017193 -6.374117999999999, -38.981607 -6.378820999999999, -38.98384 -6.352148, -38.959981 -6.335073, -38.924656 -6.332205999999999, -38.91634 -6.309603999999999, -38.878330999999996 -6.327437, -38.835837 -6.291567, -38.828500999999996 -6.265749, -38.82672 -6.217941, -38.800771 -6.121944999999999, -38.782281999999995 -6.114203, -38.768116 -6.123806999999999, -38.754798 -6.11135, -38.722172 -6.120839, -38.724872 -6.147621, -38.734483 -6.152556, -38.735332 -6.175246, -38.725172 -6.201015, -38.685369 -6.212195, -38.655822 -6.186487, -38.611622 -6.170737, -38.600404 -6.178012, -38.600963 -6.185797, -38.560288 -6.230601999999999, -38.551192 -6.234306, -38.519712 -6.223038, -38.528348 -6.239176, -38.545851 -6.245426, -38.554421 -6.263395999999999, -38.579546 -6.279626, -38.570377 -6.292949999999999, -38.566718 -6.304415, -38.582097999999995 -6.319273, -38.577075 -6.347428, -38.562506 -6.355652, -38.573108 -6.374918, -38.592466 -6.378246, -38.601802 -6.391711, -38.571968 -6.404107, -38.544774 -6.402260999999999, -38.529399999999995 -6.39289, -38.518857 -6.405732, -38.538413 -6.421266, -38.567021 -6.452073, -38.570409999999995 -6.470195, -38.594972 -6.500442, -38.612288 -6.513191, -38.610728 -6.532061, -38.626813 -6.531578, -38.679283 -6.563069, -38.702051 -6.555554, -38.735203999999996 -6.570392, -38.731274 -6.585524, -38.750923 -6.591781999999999, -38.775541 -6.612321, -38.790869 -6.600661, -38.854611999999996 -6.59688, -38.876567 -6.581618)))",1,CE
